# k [Mpc^{-1}]             T(k) [Mpc^3]  
   13.4276496113786       2.605032932478935E-005
   13.8038426460289       2.477736416039988E-005
   14.1905752168909       2.356598452024627E-005
   14.5881426027535       2.241325637442060E-005
   14.9968483550237       2.131636756530497E-005
   15.4170045294956       2.027264781645499E-005
   15.8489319246111       1.927955236169510E-005
   16.2929603263972       1.833464375522453E-005
   16.7494287602644       1.743562461342663E-005
   17.2186857498601       1.658028486417606E-005
   17.7010895831742       1.576651993673295E-005
   18.1970085860998       1.499233985668980E-005
   18.7068214036580       1.425583650416229E-005
   19.2309172891016       1.355519270873629E-005
   19.7696964011186       1.288868770643603E-005
   20.3235701093622       1.225467258336721E-005
   20.8929613085404       1.165157846116927E-005
   21.4783047413053       1.107791376853129E-005
   22.0800473301890       1.053225878422381E-005
   22.6986485188382       1.001325563265709E-005
   23.3345806228100       9.519620107312221E-006
   23.9883291901949       9.050121661857702E-006
   24.6603933723434       8.603592505096458E-006
   25.3512863049791       8.178919415513519E-006
   26.0615354999890       7.775042831781320E-006
   26.7916832481903       7.390952760033542E-006
   27.5422870333817       7.025692866591271E-006
   28.3139199579938       6.678344561805716E-006
   29.1071711806661       6.348037913994631E-006
   29.9226463660819       6.033946647221455E-006
   30.7609681474071       5.735279501095647E-006
   31.6227766016838       5.451288870972348E-006
   32.5087297385435       5.181256710784510E-006
   33.4195040026114       4.924502718495205E-006
   34.3557947899875       4.680382062360877E-006
   35.3183169791957       4.448275831236970E-006
   36.3078054770102       4.227601039019646E-006
   37.3250157795721       4.017794708488509E-006
   38.3707245492279       3.818331606453285E-006
   39.4457302075279       3.628701961133629E-006
   40.5508535448384       3.448425331953331E-006
   41.6869383470336       3.277045379945775E-006
   42.8548520397440       3.114126684522489E-006
   44.0554863506553       2.959253151857411E-006
   45.2897579903621       2.812031880239374E-006
   46.5586093522959       2.672086793609196E-006
   47.8630092322638       2.539062506912160E-006
   49.2039535681451       2.412617732261424E-006
   50.5824662003114       2.292430281158886E-006
   51.9995996533516       2.178192744395346E-006
   53.4564359396971       2.069612492050510E-006
   54.9540873857625       1.966411900866660E-006
   56.4936974812302       1.868325625764555E-006
   58.0764417521312       1.775102532519668E-006
   59.7035286583837       1.686503537712269E-006
   61.3762005164795       1.602300130798540E-006
   63.0957344480193       1.522275965726294E-006
   64.8634433548239       1.446225837753445E-006
   66.6806769213622       1.373952159156033E-006
   68.5488226452662       1.305270188822760E-006
   70.4693068967147       1.240001552105241E-006
   72.4435960074991       1.177978674604674E-006
   74.4731973905989       1.119040689445683E-006
   76.5596606911257       1.063034687831532E-006
   78.7045789695099       1.009816628538829E-006
   80.9095899178383       9.592481546860654E-007
   83.1763771102671       9.111985832532810E-007
   85.5066712884684       8.655426881887252E-007
   87.9022516830884       8.221622351811675E-007
   90.3649473722302       7.809447879481013E-007
   92.8966386779936       7.417824008371099E-007
   95.4992586021437       7.045740062494588E-007
   98.1747943019984       6.692224587823148E-007
   100.925288607668       6.356355584102857E-007
